,comment,Sentiment,Sentiment Confidence Score
3087,a a mid distance trail runner cyclist and climber i been waiting for something like this from apple for a while i am so excited to get mine this friday it will not replace my garmin f nix for big adventure but it will be my daily driver and trainer,POSITIVE,0.9994491934776306
3088,i already preordered it,NEGATIVE,0.9977895021438599
3089,so now tech company need to look at citizen and others on how to incorporate solar power into smart watch,NEGATIVE,0.8878933787345886
3090,i am a watch enthusiast and a marathon runner so the industrial design the long battery and the running screen with all the info on at once tip the balance for me will wear it for the london marathon on october 2nd and see how it go,POSITIVE,0.996577799320221
3091,you are killing it with the intro these day brother big fan from india,NEGATIVE,0.99718177318573
3092,great graphic in this video,POSITIVE,0.9998481273651123
3093,lol you are also expecting those user to have an iphone to begin with if you went me to use your product let me use ear pod and apple watch with android i am willing to pay i just do not went to use an iphone,NEGATIVE,0.9984760880470276
3094,having 3 day worth of battery i not suitable for hiker and thats without activ gps tracking activate that and this watch is down to hour,NEGATIVE,0.9978011250495911
3095,i prefer a garmin watch tactix delta solar because i only have to charge it 1x a month and it make you more productive because you are not constantly looking at your phone,NEGATIVE,0.5349025130271912
3096,hey marque what watch band are you wearing besides the orange one it doe not seem to be any one of the newly introduced trio,NEGATIVE,0.9009946584701538
3097,finally someone is talking about the tapering of that watch band,NEGATIVE,0.9954864382743835
3098,are you happy with your tesla i can not make decision between volvo xc40 pure electronic and tesla thank you so much for awesome video,POSITIVE,0.999829888343811
3099,me watching the possible use case for this watch thinking just do not do that sh t then,NEGATIVE,0.9984436631202698
3100,a someone who dive for recreation i would say the ultra is not for me i have a dive computer that cost half of the apple watch and i have not charged it for month now and give me all the information i need i also have an apple watch too for all the other activity bike hike run swim i do and give me all the information i need just saying your requirement may vary to mine i like the dive watch band though i might get it on my regular apple watch,NEGATIVE,0.9926949739456177
3101,a one of those weird ultra runner people who currently us a garmin fenix these are watch that have 60 hour battery life in all system gps mode plus use on single gps satellite at more than that and an extended battery life mode like you are talking with this watch that go into the hundred of hour and expedition mode which last literally week while still periodically pinging gps i get topo map downloaded natively for free and for doing multi day run hike with gps still left on so i can go back and have fun analyzing all my data i like having way more battery than i need and being able to not think about how much battery i have when i set out a i know that even if i go out for a 10 hour saturday excursion im covered and didnt have to plan out my charging knowing there is that much battery to spare give peace of mind and a the watch and battery age it give that much more buffer before battery degradation make me want to get a new watch this all is cool but if you watch dc rainmaker review he also note that the garmin watch coros etc all have very very detailed training mode and metric calculated in each profile and not just different name applied to basically the same meterics for different sport,NEGATIVE,0.9774160981178284
3102,i will stick with my omega seamaster diver 300m chronograph gmt my watch went to the moon bitch well the speedmaster but basically the same thing,NEGATIVE,0.994961142539978
3103,i work in an industrial environment and my apple watch have been beaten to hell so i upgraded to the ultra to see if it hold up better,NEGATIVE,0.9990401864051819
3104,69percent battery nice,POSITIVE,0.9979780316352844
3105,bit of a funny random background but i love the lego tree,POSITIVE,0.9995191097259521
3106,stupid question in europe it cost 1000euros,NEGATIVE,0.9992827773094177
3107,when they give it continuous glucose monitoring cgm i will buy it it will be a must have for me and a lot of other people blood pressure monitoring would be an added plus for now i see no need for me to buy any apple watch or other smart watch i ordered the samsung watch 5 pro but i will return it since i found review that say the blood pressure monitor is not accurate,NEGATIVE,0.991551399230957
3108,get a black hoodie watch strap that hide the slab in a black case,NEGATIVE,0.9955848455429077
3109,correct me if im wrong but i think marque is wearing the watch on the wrong hand,NEGATIVE,0.997989296913147
3110,i am by no mean an adventurer or who this watch is marketed towards but i do work outdoors in a semi construction environment so i ordered one for the extra durability every apple watch i have had up to this point ha gotten trashed cosmetically hopefully this one will be different,NEGATIVE,0.995647132396698
3111,samsung s22 ultra apple copy samsung,NEGATIVE,0.9346145987510681
3112,did not even mention anything about surfing or skiing snowboarding which could also be great us for this watch,NEGATIVE,0.9541335105895996
3113,your intro mahn hollywood could legit take some tip,NEGATIVE,0.9825966954231262
3114,now i can go on a weekend trip and not bring a charger i am in,NEGATIVE,0.9991531372070312
3115,i hike but what grab my attention with this watch is not just for hiking it is the battery life compared to my series 7 and the scratch on the glass and the fragility of the series 7 to have a more solid watch with hopefully a le scratchable screen is very interesting after 6 month my series 7 is quite scratched without using it while climbing or in dangerous for the watch activity it is quite fragile to be honest,POSITIVE,0.9345977306365967
3116,apple watch ultra is only for bear grylls,NEGATIVE,0.9901793003082275
3117,battery life need to last at least 5 day apple should have implemented solar cell to help extend the battery life i am not going to pull the trigger because i still prefer battery life over everything,NEGATIVE,0.9935336112976074
3118,in a green theme this is a omnitrix for me,POSITIVE,0.9979473948478699
3119,is the screen actually larger than s7 45mm i am curious if it is that is interesting,POSITIVE,0.9706233143806458
3120,i am distracted by how much calorie you are burning per day,NEGATIVE,0.9989333748817444
3121,we know it we always knew apple ha always have really good line of product great even but they put them in a really steep price which kinda vexed and annoy me and yet a lot of them from my space or cirlces us apple is product i totally get it why is their product so expensive i actually like apple i used to have 2nd gen ipad and iphone 4 those are great at that time it got great memory apple always ha it cheap copy sometimes it even better currently i do not use apple thing and i sometimes hate apple the fact that they do not have budget or bang for the buck product me personally i would choose apple product all day if i am financially supported they are really expensive i do not get it why i liked and hated them fair do is apple fair do is,NEGATIVE,0.9922077059745789
3122,do not mind me this is just a rant of me being jealous high key it kinda sound that i am not a grateful kid trust me i am hugely grateful in the current situation that i am in rn i am sorry i had to let it out somewhat and it is in the yt comment great therapy yumna just great,POSITIVE,0.9691088199615479
3123,marque learns how to scuba dive to test the apple watch sound like a fire studio channel video,NEGATIVE,0.9899347424507141
3124,fact because it is apple people from around the world who is fanboys fangirls will always give a pas for whatever they will sell period if it is a different brand with all that hardware amp software people will say it look tacky what in the world they were thinking it is gigantic etc that is what the world we are living in now by the way i tested amp tried it in apple store for 30 minute and it is comically huge with me wearing the latest galaxy watch 5 pro silver edition and even people there love the style amp look of the new watch 5 pro than their giant watch 8 ultra so the old saying of whatever apple will sell there is idiot will say it is beautiful magical etc even it is not at all is true it is like a shrank ipod that wa slapped over your wrist the apple watch 8 ultra have a great day to y all,NEGATIVE,0.984993577003479
3125,for dollar700 battery need to last at least a week for me i hate charging my series 6 everyday so i do not even wear it anymore by now apple should have solar solution for watch still wearing my g shock mtg solar it is 10 yr old i may give it a try and see how it stand up to hunting surf fishing and offshore fishing will come in handy on camping trip hopefully i am not disappointed sorry i mean dollar800,NEGATIVE,0.9475073218345642
3126,10 26 how the did you write that so fast me be like chilkinf,NEGATIVE,0.9698580503463745
3127,sound track is from vox,POSITIVE,0.7496156692504883
3128,the video wa great and all but can we take time to appreciate the video quality and story telling keep it up man killin it,POSITIVE,0.9986730813980103
3129,considering most of the time apple watch last a day max with use this is pretty great that said i know that i am never going to pay more for a smart watch than what i paid for the se because i am not a person who ha high impact usage need out of a smart watch,POSITIVE,0.992106556892395
3130,amazing intro like always,POSITIVE,0.9998844861984253
3131,20percent off man,NEGATIVE,0.9588230848312378
3132,that battery low sound effect 1 11 gave me anxiety for a second thought it wa my airpods,NEGATIVE,0.9984357953071594
3133,awesome video sorry i am so late,POSITIVE,0.9279056191444397
3134,from a diving perspective once it can measure all the aspect needed for diving and replace my dive computer i am much more interested it should not be too hard to do considering my current high pressure monitor is wireless,NEGATIVE,0.9537724256515503
3135,10 15 wa too funny,NEGATIVE,0.9417160749435425
3136,this watch should have definitely be named pro a it is built for professional,NEGATIVE,0.9898658394813538
3137,good point likely to see a real pro watch some time in the future that is not the ultra,POSITIVE,0.958681046962738
3138,i do not know how anybody can sleep with a tank on their arm,NEGATIVE,0.9979142546653748
3139,i wonder what the aftermarket have in plan to make it more discreet,NEGATIVE,0.9962608218193054
3140,honestly mainly interested in this for the battery life especially with the sleep tracking being updated so much right before this release i feel like something that last this long is the only way to get accurate info on that and the ruggedness a well i use my current apple watch to track and it is definitely got some battle scar,NEGATIVE,0.9948762059211731
3141,tubasweb they do not to me i do not let them lock me i do not use icloud i have like 500tb of server drive for storing my own file no typo 500 tb,NEGATIVE,0.9843159317970276
3142,drixxer you do not have to pay all that at once though,NEGATIVE,0.983180582523346
3143,ct gaming they are but they tend to pull you in next thing you know you are locked in via apple pay icloud itunes etc you can not leave 30 year from now and you are still paying apple monthly to store your photo and music that you own,POSITIVE,0.58772873878479
3144,tubasweb some of the apple product are really good but the smart watch line are just dumb my garmin is solar powered too smh some people do not do research at all,NEGATIVE,0.9992977380752563
3145,the battery life is a joke huawei is best watch ha a 15 day battery life,NEGATIVE,0.9942724704742432
3146,that sound at the beginning had me thinking my airpods battery wa dead,NEGATIVE,0.999698281288147
3147,no way expensive toy fitbit is better with battery life,NEGATIVE,0.9957333207130432
3148,i am not an athlete by any mean but i have been looking to upgrade my now over 2 year old series 5 and the more i think about the ultra the more it make sense even for me double the battery life mean theoretically double the battery lifespan plus the crown guard is also super appealing i often have a case on mine not so much for protection but more so to stop me from accidentally pressing it and activating siri whenever i bend my wrist back like when pushing up off something to stand i have pretty dainty wrist though so i definitely need to try and find one in store somewhere to try on,POSITIVE,0.8507696390151978
3149,2000 kcal burn wtf,NEGATIVE,0.9987448453903198
3150,apple is truly an innovative company that is why all others try to emulate apple,POSITIVE,0.9995809197425842
3151,the name just seems like this watch wa not deemed worthy for the pro moniker maybe there is another product under development,NEGATIVE,0.9998058676719666
3152,great review a always i am a marathoner and have been using garmin forerunner 945 whose battery last seven day using gps several time a week for different run workout in addition it allows me to track my cross training apple giving me couple of day just will not cut it so will wait around for next update,NEGATIVE,0.628848135471344
3153,it doe not come in black that is a no by default for me then lol i do not really like the general aesthetic really either it look like it belongs on a building site or something it is a very rugged look also the orange strap on yours doe not help with that look like a black amp decker product or something a lot of builder gear is orange like that add to that the crown guard the squareness of the whole thing it look like one of those lifeproof phone case or something really do not dig it and yeah the lack of black colour for me settle it i will never buy or own that watch i would much prefer a series 8 for now tho i am happy with my series 6,NEGATIVE,0.7813330292701721
3154,would have been cool er if they applied a g shock type casing so it would even be more compatible for hard use,NEGATIVE,0.9991520643234253
3155,you should go diving with it because i fear the reaper with this one a lot of trusted brand such a garmin suunto aqualung sheerwater have dive computer that are circular and air intergrated you should try them all out on a dive buddy or something,NEGATIVE,0.9961302280426025
3156,for me it everyone trying to justify only one small minor feature for them to buy it xd yall just buy it if you want it no need to try to justify it,NEGATIVE,0.9960171580314636
3157,a a stay at home dad who know people who buy apple product this review wa very helpful thank you,POSITIVE,0.9995434880256653
3158,apple make a new watch me take my money,NEGATIVE,0.9331200122833252
3159,i did not know mkbhd could draw,NEGATIVE,0.9988356232643127
3160,this guy can film in a room full of a box and make it look professional,POSITIVE,0.995367169380188
3161,this watch is the size of the first iphone and very ugly i am glad samsung make better looking watch than apple,NEGATIVE,0.9997379183769226
3162,the casio battery to apple watch comparison wa totally nonsense,NEGATIVE,0.9996616840362549
3163,is that a bonsai tree back there also what are those box about in the background great video thou,POSITIVE,0.9392117261886597
3164,did he seriously just compare a smartwatch is battery life to a regular watch is battery life,NEGATIVE,0.9936888217926025
3165,it look really nice beautiful watch,POSITIVE,0.9998811483383179
3166,i am a bug chaser and sometimes with other watch a hornet can hear me coming when my text ding go off so with this great watch i can silent the message and catch that unsuspecting hornet,NEGATIVE,0.7248876690864563
3167,first one min is how good is battery can you do after 2 year and see battery life,POSITIVE,0.9954029321670532
3168,i just realized that it doe not even matter if the watch is for pro user,NEGATIVE,0.9971743822097778
3169,why did not you review the samsung galaxy watch 5 pro,NEGATIVE,0.9771734476089478
3170,gnarly scar on your hand look like a surgery,NEGATIVE,0.9938511848449707
3171,i will wait til apple ha solar charging wonder how many year they will milk people until they include it when other watch improve enough where they do not need an apple watch,NEGATIVE,0.9925885200500488
3172,0 15 is that how people using the steering wheel in tesla now,NEGATIVE,0.9867861866950989
3173,it is huge lmao,POSITIVE,0.9955915808677673
3174,so it doesnt jerk me off no thanks,NEGATIVE,0.5213618874549866
3175,what playing frisbee for 3 hour burn 2000 calorie what,NEGATIVE,0.9627025723457336
3176,samsung s22 plus with 5 pro watch is fantastic no overpriced unlike apple,POSITIVE,0.9936049580574036
3177,they just need to go ahead and come out with apple solar i am sure they could make it look pretty cool maybe have paneling around the frame and it could pick up sun and ambient light to charge who know but it would be nice nasty catch by the way i had no idea it wa like that i have been looking for something new outside of basketball and biking that might be my next fix,NEGATIVE,0.9954631924629211
3178,ultimate frisbee is fun,POSITIVE,0.9998624324798584
3179,shiey will have good use for this watch,POSITIVE,0.7496674656867981
3180,i have only had rog phone since they came out cause i knew the power user feature were exactly what i wanted so that example wa perfect,POSITIVE,0.9941600561141968
3181,that is one ugly looking watch,NEGATIVE,0.9990513920783997
3182,that price is pretty absurd it is a huge upgrade but pas dollar200 more get you a top tier smart phone,POSITIVE,0.7769233584403992
3183,i do not think many marathoner triathletes will pick up this watch i am a runner an know that i can get a much smaller garmin at half the price with twice the feature metric i can not imagine this watch sell well,NEGATIVE,0.9947803616523743
3184,buy a real watch they actually last you 50 year like a good swiss watch whatever brand you choose will last personally i love the great japanese brand seiko this watch reminds me of how stupid apple watch and all smart watch are in a year it worthless just like the first apple watch in 20k gold wa at this time of day nobody remembers it same will happen to this crap and i am sure a casio g shock can do everything the apple watch can without all the useless bit like sleep tracker stop drinking caffeine and eat healthier you will be way more energetic in the day and sleep better bam,NEGATIVE,0.999214768409729
3185,compare it with a casio gshock,NEGATIVE,0.9860683679580688
3186,maybe they should call it the apple watch ultra vanity,NEGATIVE,0.9994359612464905
3187,are you wearing the old nike strap,NEGATIVE,0.9681771397590637
3188,bro you got a metacarpal fracture just like me in the right hand sick hopefully it wa not due to something young and stupid like me,NEGATIVE,0.9984596967697144
3189,not very good battery life for a watch,NEGATIVE,0.9997456669807434
3190,marque still wear his wrist on his right wrist,NEGATIVE,0.8585324287414551
3191,can i still use the watch without having an iphone,NEGATIVE,0.9946715235710144
3192,look worth it to me great tech,POSITIVE,0.9998836517333984
3193,it is more than being a pro apple watch that is why it is called ultra,POSITIVE,0.983913779258728
3194,samsung with ultra phone and pro watch apple with pro phone and ultra watch,NEGATIVE,0.9122875332832336
3195,i want this watch so bad one and only one thing stop me from dropping the money right now in 2022 why can not we run zello on this device now i know apple ha it own stupid walkie talkie app but it is useless because just because i would have a watch doe not mean that 95percent of my friend do do not they know that allowing this one app to function would sell so many watch to people like me who otherwise love this watch,NEGATIVE,0.9997150301933289
3196,did you get surgery on that right hand marque,NEGATIVE,0.9807640314102173
3197,2000calories burned what what workout did you do,NEGATIVE,0.9859580397605896
3198,i would so buy a series 8 49mm all i want is the bigger battery,NEGATIVE,0.9972476363182068
3199,my apple watch series 3 just broke i bought the apple watch ultra do i scuba dive no do i do trialthalons no do i want a longer battery life bigger display and a cooler looking watch yes mine should arrive in two day excited,NEGATIVE,0.8946119546890259
3200,the unboxing of the watch is one of the most impressive unboxing i have seen in quite sometime it is an experience,POSITIVE,0.999758780002594
3201,dollar800 fuck that what,NEGATIVE,0.9989216327667236
3202,ha so it ha the feature that my galaxy watch from 2020 ha besides the battery life i get 4 to 5 day,POSITIVE,0.6693400740623474
3203,tf would like to know the story behind that huge scar on your hand are u a wolverine too,POSITIVE,0.6736890077590942
3204,a a person who is 6 4 i have a large wrist wearing a apple watch made my wrist look huge lol i did not like that and never considered buying one because of that now that there is a larger watch you bet i am getting one finally lol,POSITIVE,0.5749143958091736
3205,why do you sometimes wear it on the left and sometimes on the right arm,NEGATIVE,0.9500673413276672
3206,these intro get better and better respect best tech youtuber out there,NEGATIVE,0.6349589824676514
3207,i just want it in black,NEGATIVE,0.9856545329093933
3208,samsung watch 5 pro,POSITIVE,0.9288115501403809
3209,reading the justification for this is making me laugh i have recently realized that my 13 pro phone is over kill the watch series 7 is over kill and my macbook pro is over kill no one ever seems to feel this way it is always the bigger and better for most upgrade that you do not even use,NEGATIVE,0.9789602756500244
3210,i feel that some of the endurance athlete and people who this is intented for probably will not want a smart watch when i put on my garmin and head out for a run i want to be in the moment without seeing notification and other feature that are on my smart phone intentionally i turn off notification and rarely connect my watch via bluetooth to my phone only doing so once in a while to sync up activity or sw update maybe i will change my mind and i do see the appeal if i wa a scuba diver great video btw,NEGATIVE,0.8185064792633057
3211,battery life durability increased water resistance a some apple watch have failed on contact with moisture seen a few at the apple store upgraded mics and speaker a taking call on watch only can be a challenge the ultra is absolutely welcomed i am still just going to change my ss6 battery and ride until a health sensor get released that i will benefit from looking forward to hydration tracking blood pressure or blood glucose monitoring apple should read the depth gauge in diagnostics to determine if someone went beyond 100m for warranty coverage not covering water damage is perplexing and eu customer protection law with 2 and three year warranty put ours to shame those other watch do not run a full operating system so battery life on the apple watch will always be worse i can not graft on smart watch feature but i can charge so apple watch all the way,NEGATIVE,0.9369396567344666
3212,i will wait for the black ultra watch for now my series 7 is still yummy,POSITIVE,0.8989428877830505
3213,it is for the same people that bought the 24k apple watch,NEGATIVE,0.9956488013267517
3214,5 37 i think there wil be a new product fit my wrist on which you place the watch on,NEGATIVE,0.9975263476371765
3215,it is not worth it for roughly 95percent of the country but people never change so they will buy it it is no question why the economy is heading to the place it is heading and why so many people only have a few thousand in the bank,NEGATIVE,0.9924597144126892
3216,how much did apple pay you for this video,NEGATIVE,0.9969088435173035
3217,the drawing,POSITIVE,0.9990471005439758
3218,dollar50 more for better protection and better life over the stainless steel series 8 seems like a deal to me,NEGATIVE,0.977510929107666
3219,can you review the series 8,POSITIVE,0.9969340562820435
3220,they could use dlc coating,NEGATIVE,0.9930353760719299
3221,the production level on this video is that is why i freaking love watching your video a lot,POSITIVE,0.9976375102996826
3222,or just wanted a watch in adult sized,NEGATIVE,0.9859495759010315
3223,imo not worth it i would rather get a nice g shock or two with the same money,NEGATIVE,0.9997389912605286
3224,i love my casio a168 battery last 10 year,POSITIVE,0.998454213142395
3225,do not forget se 2,POSITIVE,0.9991405010223389
3226,lol 0 16 i said nice at the same time,POSITIVE,0.9946478009223938
3227,below the like button i see what you did there,POSITIVE,0.9965804219245911
3228,pro at donating to apple,POSITIVE,0.9882358312606812
3229,neck to rolex,POSITIVE,0.7723783254623413
3230,mkbhd play football,POSITIVE,0.937491774559021
3231,i mean the ultra will still be no good for scuba diver 100m wr is nowhere near what a proper dive watch computer will reach,NEGATIVE,0.9997296929359436
3232,marque you are just too good at this,POSITIVE,0.9983914494514465
3233,800dollar of mediocre can do everything but not good at any one thing,NEGATIVE,0.9989055395126343
3234,the quality and intro of the video is on fire period,NEGATIVE,0.9548948407173157
3235,here in brasil the price it is 10x expensive than the minimum salary lkkkkkk,NEGATIVE,0.9951972365379333
3236,casually mention he went to the met gala,NEGATIVE,0.9465023279190063
3237,lot of upgrade but i will wait for an apple watch that can last for at least 4 5 day with heavy usage and 2 week with light usage like the huawei watch,NEGATIVE,0.9960957169532776
3238,a too bad you could not borrow a fenix for size comparison in this video,NEGATIVE,0.9985004663467407
3239,being a samsung user no lie i wa like damn i mean they beat sammy to the ultra name lol and finally got a 3 day battery great apps and construction but for dollar800 damn love the dollar100 band be ready to spend a g not me but maybe if samsung actually come out with a better watch still rocking the galaxy gear s3 it is battery construction and usability still work for me,NEGATIVE,0.9224793910980225
3240,marque have you thought about using your influence to grow ultimate i would love to see that happen,POSITIVE,0.9995423555374146
3241,personally i plan on getting it i am pretty heavy into endurance fitness though i am pretty curious how it will hold up while rock climbing however with that said im sure the series 8 would do just fine mostly i am buying it for the battery life,POSITIVE,0.9054092168807983
3242,hold i didnt even realize they already had it out unless you are an early receiver alot of ppl were complaining about the screen size but i also prefer the bigger screen it pretty much the same size a a normal watch,POSITIVE,0.5858770608901978
3243,i have it now mostly got it for the battery life too but honestly the bigger screen is so much better than my series 5,POSITIVE,0.9984788298606873
3244,i feel the bezel on the ultra is huge coming from the series 7 with really thin bezel and with the curved edge it look even thinner the considerable empty space around the screen look obstructive,NEGATIVE,0.9993541836738586
3245,there is another group this watch will work well for that is not often thought about that being the vision impaired community a larger screen better clarity because of brightness bigger more tactical button and throw in the better gps that can help within city this all mean a far better experience for using the device and navigating around,POSITIVE,0.8866211175918579
3246,it probably cause they will come out with a pro still priced under the ultra,NEGATIVE,0.988564670085907
3247,my applewatch 6 is at the bottom of the indian ocean in maldives right now because the strap unbuttoned when i wa swimming,NEGATIVE,0.9708654880523682
3248,i bet people will still try and put a case on this,POSITIVE,0.7993119359016418
3249,this thing is 1120usd in india,NEGATIVE,0.9884464740753174
3250,nailed the intro again,NEGATIVE,0.8372460603713989
3251,it is so weird apple named their watch ultra but samsung called their watch pro it is mixed up,NEGATIVE,0.99915611743927
3252,dude you do not count total calorie only active calorie count,NEGATIVE,0.9905720353126526
3253,most modern smartwatches the battery last day casio solar it doe not even come with a charger,NEGATIVE,0.9949790835380554
3254,before i purchased my series 7 graphite i tried a garmin for me apple hit a sweet spot i wa already ready to pay this premium and i wanted something more rugged and had a longer battery i am hoping it arrives before this camping trip this weekend keeping my series 7 for other occasion apple knew exactly what to give u and leave u wanting more it is another apple watch,NEGATIVE,0.9971007704734802
3255,which keyboard is that at 2 25,NEGATIVE,0.9205201268196106
3256,i just want c time,POSITIVE,0.9711622595787048
3257,i will wait till the revision,NEGATIVE,0.9975038170814514
3258,everything is electric even car also,POSITIVE,0.9916369318962097
3259,doe the ultra need a face protector,NEGATIVE,0.99471515417099
3260,btw you did not burn 1800 cals super inaccurate,NEGATIVE,0.9826247096061707
3261,i just had to plug in my fenix 7x after 25 day off the charger lmao 3 day ai not nothing let is be real most serious athlete are still going garmin at this point,NEGATIVE,0.9977395534515381
3262,only l love stevejobs i love apple but u really good awesome men i like it pro tha world no one apple,POSITIVE,0.9995092153549194
3263,made me want to get the watch again had the original apple watch then the series 5 and ended up just never wanting to charge it it would almost always be dead when on my wrist and after updating the firmware the following year it just stopped working all together and while i arranged for apple support to fix it i never sent it to them for repair cause i just never really used it mainly again for low battery performance but your analysis make me interested again a always m b love your thoroughness,POSITIVE,0.9239832162857056
3264,not really on topic about the watch but i could not help notice the scar on your right hand what is it from it look precise like you had a procedure to fix something also i noticed you goto randalls island i used to race pocket bike there for fun many year ago,POSITIVE,0.990228533744812
3265,john mayer g shock,POSITIVE,0.982198178768158
3266,please review the iphone 14 camera shaking,NEGATIVE,0.9773668646812439
3267,you got a gnarly scar in your hand,NEGATIVE,0.9827560186386108
3268,solar charging pro,POSITIVE,0.9871834516525269
3269,graphic are on point not on the apple watch ultra on your video killing it mkbhd,NEGATIVE,0.9988283514976501
3270,close but still not there for backpacking sure the garmins etc are not a smart but you can go a week in the backcountry without carrying an external power bank and battery tech just is not there yet to match that with this kind of watch maybe once solid state battery hit the market,NEGATIVE,0.9997007846832275
3271,it just need 4 full day of battery while using half the time with gps tracker enabled backpacking trip and hunting trip could then fit in this group but garmin is 20 day battery and 5 day with gps enabled is unmatched,NEGATIVE,0.995125949382782
3272,4 10 the previous high end apple watch 7 wa also titanium and came in both the natural titanium color and space black titanium not painted 6 35 actually with shortcut you can make that button do practically anything,POSITIVE,0.6104028820991516
3273,nah,NEGATIVE,0.9864344596862793
3274,this is an entry level sport watch,POSITIVE,0.9993323683738708
3275,let is be honest everyone who buy this is going to run 1 mile at the gym on a treadmill,NEGATIVE,0.9973342418670654
3276,huawei watch can last up to 2 week,NEGATIVE,0.9324836730957031
3277,a a hiker 2 day battery life is not good at all garmin is a top tier watch for hiking because it can last longer than a month,NEGATIVE,0.997105062007904
3278,i do not need an apple watch but i have one i do not need an apple watch ultra but i want one,POSITIVE,0.99535071849823
3279,i do use my apple watch to keep track of my heart rate among other thing i do wan na get a series 7 or 8 for the blood oxygen sensor and other stuff,NEGATIVE,0.9886618852615356
3280,this still look like a clunky child is smartwatch i would feel like i am wearing my nephew ticktalk 4 maybe is a combination of the size and color but it is not it for me,NEGATIVE,0.9934900999069214
3281,0percent not worth spending 800 on that shit,NEGATIVE,0.9997065663337708
3282,0 22 show that marque is using his other phone a gps because tesla is is not accurate enough perhaps,NEGATIVE,0.999589741230011
3283,woke up with charge up to 200 percent,POSITIVE,0.82367342710495
3284,i will not be surprised if one day we wake up to to the fact that apple and samsung actually belong to brother because they copy each other low key pro gone for ultra,NEGATIVE,0.9820550084114075
3285,i just want a super cut of all of these sick intro graphic,NEGATIVE,0.9994215965270996
3286,00 12 what is that scar on your right hand from jeez,NEGATIVE,0.9507801532745361
3287,all these people just recommending a normal watch do you want or have a car nah just walk haha,NEGATIVE,0.9358090162277222
3288,missed everyday people i have no intention on hiding the most impressive apple watch to date you need to see this finally a apple watch for the larger wrist man working day to day a well a being active no time for the met gala lol,NEGATIVE,0.7117744088172913
3289,nah,NEGATIVE,0.9864344596862793
3290,wearing a watch while sleeping is a stupid thing i have done next day morning there wa a watch cutout on my face a i slept on the watch then i ditched that and sleep without it,NEGATIVE,0.9993298053741455
3291,learn to wear a watch properly on the left hand a any normal person ffs,NEGATIVE,0.9307763576507568
3292,your video never disappoint,POSITIVE,0.9997710585594177
3293,i literally just want the screen size and battery life,NEGATIVE,0.9674574732780457
3294,i wa wondering since you have apple watch ultra can i have your old series 7 apple watch so i can use for my marathon and cycling training thank you in advance idol mkbhd god bless,POSITIVE,0.9447222352027893
3295,marque ultimate is cool but come ride road bike with u up 9w sometime actually one reason i will never pickup an apple watch is no ant connection for powermeter and other sensor data i have a coros pace 2 for working out and then use good ole analog watch for going out,NEGATIVE,0.9926705360412598
3296,lol missing the strategy from apple they know they will not get the hard core fringe group in fact that group is laughing at apple is attempt apple is selling fantasy to the herd that want to be like that fringe hard core group so it is the wan na be strategy,NEGATIVE,0.9993300437927246
3297,dam bruh you do have some skinny wrist lol,NEGATIVE,0.974824070930481
3298,afaik you can not anodize titanium black best you can get is a kinda trippy dark purple or dark brown,NEGATIVE,0.9980370402336121
3299,i really wonder if you could make like a dynamo driven automatic smart watch like an automatic watch but with a dynamo recharging the battery of the smart watch giving you some extra battery life maybe even infinite battery life packaging would be a nightmare though,NEGATIVE,0.9934793710708618
3300,i have always bought the apple watch nike version this one had my name written all over it,NEGATIVE,0.9859694242477417
3301,it is too bulky for me but i am really impressed with this watch,POSITIVE,0.9995850920677185
3302,how many time are we going to hear about you wearing your apple watch to the met gala we get it you went to the met gala i agree with your review it is so interesting of a watch because it ha all these wonderful benefit especially that battery life and all these great feature but it is overkill and i could not see there being another watch the apple would make that would be in between the two watch that would give workout feature and better battery life and remove all the other stuff unfortunately i am sad that the pixel watch will not even match up to the new apple watch it is so much better looking i hate the square look of an apple watch,NEGATIVE,0.9951205849647522
3303,hi out of interest how do you like the orange alpine loop band i might get it for my series 7 and i want to know if it is good i am a rock climber and want a tougher band,NEGATIVE,0.6485400199890137
3304,can we talk about the spot on exposure with the filming outside,POSITIVE,0.5974540710449219
3305,just like linus always like to use extra high wattage psu so the fan doe not turn on,POSITIVE,0.9733683466911316
3306,all i want from the ultra is the red shift hopefully i can get that on my little 41mm in a software update,NEGATIVE,0.9984367489814758
3307,apple watch max,POSITIVE,0.9911239147186279
3308,if you can afford to spend dollar800 on the new apple watch then your priority is not whether it is worth it or not your priority is being able to say you spent dollar800 dollar on the new apple watch,NEGATIVE,0.9994282126426697
3309,it is the size of a dead turtle no wonder the battery last forever,NEGATIVE,0.9918374419212341
3310,no my dollar229 apple watch se wa worth it that clunky chunker is trash,NEGATIVE,0.9997692704200745
3311,im getting it for the battery and screen brightness the fact that i get a siren hehehe is just a plus,POSITIVE,0.8490509986877441
3312,too many ad on youtube hate this platform now can not even get through an entire mkbhd video anymore,NEGATIVE,0.9994422793388367
3313,well mkbhd ha sold me on this watch in le than 50 second,NEGATIVE,0.6007072925567627
3314,well who is going to spend 800dollar for a watch that in exactly 12 month time there will be a better version announced even if you need it for the extra feature is it a well worthy investment,POSITIVE,0.9987128973007202
3315,i am one of those ppl who will prob never have a need for an apple watch always feel like a hammer looking for a nail,POSITIVE,0.5550974607467651
3316,it is just another way for them to track your every move,NEGATIVE,0.9953615069389343
3317,just need color,NEGATIVE,0.5161045789718628
